emotion_label,processed_text,encoded_label
disgust,me with frnd: rey nannu rechakottaku,1
disgust,rechakodithe manishini kadhu nenu,1
neutral,me in childhood calling icecream anna...vadu appude ma veedhi chivara unadu bro,4
surprised,meeku elanti ammayi kaavali,3
surprised,"naaku elanti ammayi, vaddhu. ",3
sad,em ledu bro nnn miss chesa anduke hand shoot cheskuna,9
neutral,evaru nachale ra niku ,4
neutral,chi nuv na friend ve kadu ra ,4
neutral,arey aa pilla nachindra ,4
neutral,uncle: emoo babu nenu asalu chudaledhu,4
neutral,uncle: emoo kanipiyale vethukooo,4
neutral,me after searching: meere dachesaru kadha naaku telusu,4
neutral,me to my next-door uncle: uncle ball padindhi mee intlo chusara?,4
neutral,me: akka intiki vasthuna em chesav na kosam,4
neutral,akka: nuvu raara me bava unnadu kada nuvu adi adigithe adi chepidam,4
angry,"when maths teacher telling class from 3 hours, my friend reaction:",2
angry,"hey sir, aapandi, 3 hours nunchi break lekunda chepthuney unnaru",2
happy,me seeing myself after a new haircut ,0
confused,enti babu asalu em tinatledu,8
confused,"ante adhi aunty, indake mi abbai biryani tinipinchadu
",8
fearful,rey nenu deni gurinchi cheppa manna ra ,6
fearful,nenu adigindhi ozone pora gurinchi ra,6
fearful,horizon ee ga ,6
happy,ye niku ledaa,0
happy,rey niku undhi ra,0
angry,"tindam, padukovadam tappa em cheyani me",2
neutral,my friends reading my friend phone chats with his lover who says i'm single,4
neutral,"me: entra idhi, ",4
neutral,"nenu enjoy chesi nuvvu bill kadithey adhi special, velli kattey",4
surprised,me feeling my hair after head bath,3
happy,friend gadu party ante chalu ready ga untadu,0
neutral,"my friend: nuvvu icchina slips as it is gaa dimpesaanu raa,nenu pass ayipothaa",4
neutral,"me: nenu icchindhi ninnati exams slips raa, nee dhagara unchamani",4
heroism,"my relatives: alludu vacchadu, dandalu veyyandi rooy",5
heroism,me after i got government job,5
confused,me when my office mates asked me to give a speech ,8
angry,evadu ninnu muttuko kudadhu,2
surprised,me and bro after seeing our crushes in swimsuit,3
fearful,me playing muddarball for the first time,6
neutral,byee byee,4
neutral,hammayaa ee audio function kooda finish chesesaaa,4
neutral,andharu bavunaraaa,4
neutral,have a nice day,4
neutral,prabhas on stage during audio functions: hello darlings,4
neutral,god bless u,4
disgust,"me telling about best friends: vallantha yedhavalani naa jeevithamlooo chudaledhuu!, no1 yedhavalu",1
fearful,whats app lo status lu pettadam kadu ,6
fearful,maganivi aithe mundhuki vacchi matladu ,6
neutral,my self respect: siggu unda ra neeku asalu,4
neutral,my self respect: monna kuda msg chesav kada ra,4
neutral,my self respect: ninna ne kada ra phone chesi thitlu thinav,4
neutral,me: aithe yendhi eppudu msg cheyadha nenu,4
neutral,me: aroju ekkuva msg cheyaledu nenu,4
neutral,me: adi veru ra,4
neutral,me: yennalyendi na crush ki msg chesi...,4
heroism,me: neat ga set chesa manager ni,5
heroism,my female friend: naku telusuraa nuv chesthav aniii,5
heroism,my frnd: mamaaaa euuuuuu!!,5
sad,her daughter: papam adhi ninnatidhi ani telisthe emayipothavoo,9
sad,aunty after giving yesterday's biryani to me: idhigo nanna thinu,9
sad,me emotionally: ndhuku aunty nenate intha prema meeku,9
heroism,my tatha: naa lekkane puli raa nuvvu ,5
heroism,me walking and cmng with kilo potta ,5
heroism,my tatha: eraaa puliiii,5
angry,niku asalu buddhi undha,2
angry,muddu pettu kovalsina champalani ala ela kodatav asalu,2
angry,"nannu musalodike icchi chesaru, tanani kuda musalodike icchi pelli cheyali",2
heroism,me with the gun after firing budagalu in jathara: nenu sniper ayipothaaaa!,5
neutral,amma bayatiki velthuna oka 500 unte evvu,4
neutral,50 rupees unnai tesko,4
surprised,me seeing my frnds in canteen keeping muchatlu with girls without calling me ,3
neutral,"me: haa, shock ayyaraa, haa",4
neutral,that one mosquito at my ear in the night be like: lera nuv nidra lera,4
happy,when my friend see's girl in his office,0
happy,his reactions,0
neutral,"virus gali tesesadu vachina roje, evadra vedu",4
surprised,spelling enti sir,3
surprised,babu i love you ani okasari rayamma,3
disgust,me: identi ila undhi,1
disgust,doctor: me brain xray sir,1
disgust,me: ho adhi aah,1
angry,my friend: stuff antha thinesa sorry mowaa,2
angry,me throwing bottle on him,2
angry,me: oreyyyyy stuff anthe nuvve thinesthe memem thinaligaaa,2
disgust,me: ento mummy entha chadivina ee maths brain ki ekatleeeee,1
disgust,me: ndhuku mummy ila matalthooo champesthav,1
disgust,mom: neeku asalu brain untenegaaa!,1
angry,pada podham ,2
angry,we going to drink tea in cold climate be like:pada tea tagudham,2
wonder,jenda ethesina she,7
wonder,me: cheppu avva ekkada pettav?,7
wonder,avva: nee peru meedha asthi rasa aah documentss......,7
sad,enti broo antha maatav annav!,9
surprised,me: aaah! manalni kadhuleee,3
surprised,my sister: idhigo daddy cls lo first prize naadheee ,3
surprised,dad: naaaa paruvu nilabettav beta nuvvu! veedu unnadu dandaga intlo,3
confused,"that kid after i took his ice cream and eat before him and he be like:
donga na kodaka",8
confused,purugulu patti pothav ra ,8
happy,uncle: veedu mee abbayi aeena ,0
happy,uncle: monna oka ammayitho bayata thiruguthunte chusaa ,0
neutral,me to my friend: rey chusindi chalu le ra aa ammai vellipoendi kani,4
neutral,my friend: pilla bagundi kada ra,4
heroism,mom to dad: panodu vachesadu eka pani motham vadiki chepu...,5
heroism,me: festival undi kada ani intlo ki entry esthuna,5
neutral,chinnakoduku: nuvu ani chesina amma ki nen ante ne ekkuva estam ra,4
neutral,peddakoduku:,4
heroism,aunty sai unnada cricket adataniki rammanandi ,5
heroism,me going to my friend's house in summer at 3'o clock,5
surprised,me: 2 poyayi,3
heroism,bro: nuvvu thop anniyaa velli techey,5
heroism,me with bro: chudu ippudu daddy bayataki vellagane silent ga velli cupboard lo 500 techesthaa party chesukundham,5
angry,my friend after getting dumped:,2
fearful,lecturer: mee idharu chala ekkuva chesthunaru complaint chestha undandi,6
fearful,lecturer: chustha nee anthu telsuthaaa!,6
fearful,me: neeku kavalsina chota cheppuko poo,6
fearful,my friend: entra ala antav sir ni. sir antha veede chesadu naakem sambandham ledhu,6
wonder,my invigilator taking answer sheet in exam hall,7
wonder,when i was not completed my exam,7
surprised,my frnd: nenu singing savakodatha ,3
surprised,started singing,3
surprised,my uncle: vammooo heart attack ochela undhi apeyamanuuuuuuu!,3
neutral,"me enjoyed party with girls, my friend reaction",4
neutral,"my friend enjoying the party single, my reaction",4
happy,me: chalu ee janma ki idhi chaluu,0
happy,me with my crush in holi: naaku kooda okasari colour rayochuga oka memmory la unchukunta,0
happy,my crush: sarele unchuko,0
angry,me: naannuuu rechagottaku anavasaranga,2
angry,my friend: nuvvu noob gadivi neeku asalu game adatame radhu,2
confused,5 lacks poyayi mowaaaa!,8
confused,me after losing 5 lakhs in betting,8
angry,chirigi poyela,2
angry,kodata ninnu aithe,2
angry,ni seatu,2
happy,"thappu kadha, agent movie laaga, eppatiki release cheyyaku",0
happy,bhaai fans to netflix: 3 years kastapadi teesina movie ni 4 weeks key ott lo release cheyyadam,0
neutral,"in class, when cr tells that he will compliant to class teacher",4
neutral,backbencher: neeku bayapadadam entra cr panoda!!,4
happy,inti pakka pillodu eating icecream: icecream bale undhi kadharaaaaa,0
happy,me with frnd: mowaa naaku ice cream koniyochugaaaaa,0
disgust,dad: veedu deenike ila antunadu inka pelli ayithe pothadu emooo!,1
disgust,me: inka pakkana chai bandi pettukunta kavalante,1
disgust,me: ee office ki vellatam naa valla ayithale daddy,1
neutral,me after going to dress room after got salary: babu manchi costly dresses choopinchamma,4
neutral,1000 to 5000 ayina parledhu,4
neutral,"bar ante, idhaa baar gaa undaali",4
neutral,idhigo nee choco bar...!,4
disgust,dad: chalu aah,1
disgust,me: vammooo odhule nenu okkadine diguthaaa,1
disgust,dad: bavundhaaaa,1
disgust,me: konchem navvochugaa,1
disgust,me: daddy selfie digudham dhaa!,1
neutral,me cmmng late to office and telling some false reasons ,4
sad,"when you joined in a rod company, nenu potha ra ayya",9
neutral,asalu evaru pilchadra ninnu ,4
neutral,pilicharanta ,4
neutral,dhula friend: quater thagi intlo pandali,4
neutral,lecturer: voltage increase chesaka em cheyali,4
heroism,my frnd: anthega anthegaa!!,5
heroism,me with our team lead: ivela night ki naaku and naa frnd ki fever ochidhi sick leave kavali,5
confused,me: night rendu peg lu esaa mowaaa,8
confused,thala thirigipothundhiii,8
confused,donga nayal lara ,8
confused,evadra information leak chesindhi ,8
confused,me mei,8
happy,me calling some random kid in mall: hi cutieee! bale unnav ladduga,0
surprised,ninnu entha kottina papam ledu ra ,3
surprised,intha chetta cinema teesi nandhuku ,3
wonder,me after listening akandha movie thaman's bgm,7
happy,aunty: evdra nuvu cheytha vedhava,0
happy,me with my friend phone: aunty me ayyana intlo leru antaga nanu ramantava..,0
happy,my friend when any girl says hello,0
confused,me: ndhuku ippudu dialogue lu em kavali?,8
fearful,me after proposing my school crush: enti em cheppakunda  ala vellipothunav,6
fearful,me: enti ammayi antha maata annav. ippudu nannu tc ichi pampestharu nuvvu cheptheee!,6
fearful,she: principle ki complaint cheyadaniki. cheyyi pattukunnav ani kooda cheptha,6
angry,me when mom didn't buy my favorite toy in jatharaaaa,2
sad,me: ippudu em cheyalo teliyatla,9
sad,my friend: entra door open cheyav ,9
sad,me after opening the door: oka youtube video chusara data antha ayipoyindhi,9
sad,frnd 2: enthasepu pilavaliraaaa,9
wonder,anna manam entha mandhini testunnam ,7
wonder,okkadini,7
neutral,sir ee slips naavi kaadhu sir,4
neutral,"invigilator: mari neevi kaakapothey ivi nee dhagra enduku unnayi raa, you are debaar ",4
neutral,when my friend got with slips to invigilator,4
disgust,"nadhi kondantha poyindhi, arustunnanna",1
disgust,nuv intha daniki aruste,1
disgust,madhi chala decent family sir,1
disgust,mari nuvvu ila unnav entra ,1
disgust,"mi family members ni anali, mimmalni ila penchi nanduku",1
surprised,me: uncle aaah!,3
surprised,me: ledhu andi,3
surprised,she: avnu avnu aah uncle acham mee laane unnadu ,3
surprised,she: adenti mimalni chusanu ,3
surprised,random girl to me: hey meeru ninna temple ki ochara ,3
surprised,me: emanna confuse ayi untaru,3
happy,my dad with my teacher: maa abbayi intlo asalu maata vinatledhu chithakotteyandi schl lo,0
wonder,that athram guy in every gang,7
wonder,manager: listen you are crossing your limits,7
wonder,meeru chepandi sir party unda leda..unda leda chepandi sirrr,7
neutral,literally no one : my father telling me a story how he went to school,4
disgust,"entra, eppudu ilagey road meedha tiragadamena,",1
disgust,"ledha, career meedha concentrate chedham lantidi emina unnaya.!!",1
surprised,ni perenti,3
surprised,sheshu,3
surprised,busssss,3
angry,"me: please cheppara, please raa",2
angry,"he: enduku cheppalo okka visayam cheppara, nuvvemina naaku fees kaduthunnava",2
wonder,"sir, nannu nammandi, naaku telisthey neny valla dhagaraku velthaa kaani, ikkada enduku untaa",7
wonder,when hod asks me about my friends,7
surprised,my friend on saturday pubs: ,3
surprised,"rey naa brand kaavli, velli teesuko",3
confused,me with my frnds: meeku dandam pedathara cla lo aah ammayi mundu naa peru aravakandi,8
disgust,my frnd after losing match: ippudu em chedham mowa?,1
disgust,me: em chestham pisukovatameee!,1
neutral,that kid asking money for ice cream in any function be like: anna ice cream ippinchu ,4
surprised,"enti sir, idhi dream kaadha!!",3
surprised,"arey gabbu naayala, vaallu ninnu ee mission kosam use cheskunnaru raa!!",3
neutral,my friend after paying money for the alcohol: jaldi iyyi anna ma ayya chustadu ,4
neutral,sister's daughter: moyaaaaaa,4
neutral,me: abba entha cute ga pilichave padatha chocolate konisthaaa!!,4
neutral,me with my sister's daughter: edhi amma okasari mavayya anuu,4
fearful,thammudu 2: ammaki kadhu kavalante nanna ki kooda cheppuko,6
fearful,akka: mee sangathi amma tho cheptha undandi,6
fearful,thammudu 1: orey velu chupisthundhiraa bayapadala ippudu manam,6
neutral,vammoo pelli antene bhayam ayithundhi enti,4
neutral,me after listening to my friend's marriage kastalu in call: ,4
angry,nene thagithe manishini kadhuraaa mowaa!,2
angry,me with my frnd after drinking:,2
confused,me after knowing that wwe is scripted ,8
happy,tatha: eraaa manavalluuu naa asthi motham meedhe,0
happy,me: tatha aah kobbari thota naadhi,0
happy,my brother: already monna tatha thagi unappudu nenu rayinchesukunna adhii anna,0
heroism,me with my frnd after squad wipe: ippudu rammani cheppara mowaa evadu osthado chuskundham  ,5
wonder,"teacher: veedini choosthey potti gaa unnadu, veedu b. tech entraa",7
wonder,"teacher: nuvvu b. tech haa
student: nuvvu teacher haa",7
wonder,student: cut-out choosi konni konni nammeyali dude,7
sad,my mom: baaa ayindhiraaa neeku akkade savvvv,9
sad,me: edho kashmir egurukuntu vachesa kani. chali champesthundhiii,9
disgust,when times run to connect for the meeting,1
heroism,pushpa ante branduu,5
heroism,"hero: idento telusaa sir, idhey naa brandu siruu",5
wonder,kasta violent ga unnadu,7
wonder,"
vidiki kasta ammayilani, puvvulani chupinchandi ra ",7
neutral,she after muggu: abba entha baa vesanoooo,4
neutral,my sister on dec 31st night: ivela muggu vesestha nenu,4
happy,rey vadu na notes rastunnadra ,0
happy,ika settu ,0
happy,me writing story in my friends notebook instead of notes: ,0
heroism,4th class me: vere class vallu ma class duster teskoni return evvaledu dani kosam vellina,5
wonder,"inter lo college 1st
degree lo..",7
wonder,"me: state 1st anukuntaa...!
my friend: intelligent boy",7
wonder,"my friend: naaku english baaga vacchu.
10th lo school 1st,",7
wonder,me: thanani nammav ante shed ki pothav,7
wonder,her new bf: enti bro antha maata annav ,7
happy,me: edho devudu manaki icchina dhaanilo padi mandhiki dhaanam anthey,0
happy,me giving money to police as chalaan,0
happy,"me to my gf: entha anukunna, nelaki oka 1000 to 1500 ee chandalakey pothayi,",0
disgust,you are in exam hall writing supply for 10th time,1
disgust,bokka le next time rasukundam le ,1
disgust,eesari ayina pass ayye lakshanalu unnaya ,1
surprised,"me and my friend looking at the one girl before and after college completion:
identra ila ayyindhi",3
disgust,chillara gaallu motham ,1
disgust,cheap fellows ,1
disgust,laddu doodiki poynava?,1
disgust,"daddy doddiki poynava, kobbari noona petna, nenem chinnapilladiki kadu daddy",1
neutral,teamlead entra appudu manake code estharu vallaki em raada,4
neutral,"me to sister: chelli neeku rakhi ki em gift kaavali
sister: 100 rs chocolate",4
neutral,"me: chii, 500 rs isthaa, pandaga chesko",4
neutral,"when you are doing job, on raksha bhandan",4
heroism,10th class me after drinking breezer and feeling like a hero,5
confused,my sister: ayyaa sorry chudantaniki ala unte uncle anesaaaa,8
confused,my frnd: eyyyyyy,8
confused,my frnd: uncle enti uncleeee,8
confused,me: vaadu uncle kadhu maa frnduuu,8
confused,my sister: emayindhi uncle,8
confused,my sister to my frnd: uncle coffeee!,8
angry,me: evadraaa vesidhi ,2
angry,senior to my frnd: rey eseyandiraa vaadini  ,2
angry,me: dammunte cheyi veyandi chudhammmm ,2
surprised,me next day mrng: daddy endhi edho annav,3
surprised,me frnd in video call after drinking: ninnu esesthaaa,3
surprised,my frnd: thagina mathulo vandha antam maamu,3
sad,me with my frnd after breakup: ee ammayilani nammakudadhu mowaa,9
sad,my frnd: edavaku mowa edavaku!,9
neutral,"when someone ask enduku ra me batch oka ammai kuda undadhu, le my friend circle",4
angry,"haa!, idhi takkuvaindhi, ""sir"". ee maata takkuvaindhi,",2
angry,meeku em kaavalo cheppandi siruu....,2
surprised,my friend after applying facial be like: manodini baya pedham,3
surprised,hoyee evadra nuvvu,3
disgust,yera chaduvukovadnike na ,1
disgust,"inspector nako basta, penlu paperlu kavali",1
surprised,by mistake salt badhulu surf esesindha enti,3
surprised,entidhi edhola undhi,3
surprised,me eating food made by my sister,3
