text,emotion_label
"Hey sir, aapandi, 3 hours nunchi break lekunda chepthuney unnaru",angry
Me seeing myself after a new haircut ,happy
Enti babu asalu em tinatledu,confused
"ante adhi aunty, indake mi abbai biryani tinipinchadu
",confused
rey nenu deni gurinchi cheppa manna ra ,fearful
nenu adigindhi ozone pora gurinchi ra,fearful
horizon ee ga ,fearful
ye niku ledaa,happy
rey niku undhi ra,happy
"tindam, padukovadam tappa em cheyani me",angry
My friends reading my friend phone chats with his lover who says I'm Single,neutral
"Me: Entra idhi, ",neutral
"Nenu enjoy chesi nuvvu Bill kadithey adhi Special, Velli Kattey",neutral
Me feeling my hair after head bath,surprised
friend gadu party ante chalu ready ga untadu,happy
"My friend: Nuvvu icchina slips as it is gaa dimpesaanu raa,Nenu Pass Ayipothaa",neutral
"Me: Nenu icchindhi Ninnati exams Slips raa, Nee dhagara unchamani",neutral
"My relatives: Alludu vacchadu, dandalu veyyandi rooy",heroism
Me after I got Government Job,heroism
Me when my office mates asked me to give a speech ,confused
evadu ninnu muttuko kudadhu,angry
Me and bro after seeing our crushes in swimsuit,surprised
Me playing muddarball for the first time,fearful
Byee byee,neutral
Hammayaa ee audio function kooda finish chesesaaa,neutral
Andharu bavunaraaa,neutral
Have a nice day,neutral
Prabhas on stage during audio functions: Hello darlings,neutral
God bless u,neutral
"Me telling about best friends: Vallantha yedhavalani naa jeevithamlooo chudaledhuu!, No1 yedhavalu",disgust
whats app lo status lu pettadam kadu ,fearful
maganivi aithe mundhuki vacchi matladu ,fearful
my self respect: siggu unda ra neeku asalu,neutral
my self respect: monna kuda msg chesav kada ra,neutral
my self respect: ninna ne kada ra phone chesi thitlu thinav,neutral
me: aithe yendhi eppudu msg cheyadha nenu,neutral
me: aroju ekkuva msg cheyaledu nenu,neutral
me: adi veru ra,neutral
me: yennalyendi na crush ki msg chesi...,neutral
Me: Neat ga set chesa manager ni,heroism
My female friend: Naku telusuraa nuv chesthav aniii,heroism
My frnd: mamaaaa euuuuuu!!,heroism
Her daughter: Papam adhi ninnatidhi ani telisthe emayipothavoo,sad
Aunty after giving yesterday's biryani to me: Idhigo nanna thinu,sad
Me emotionally: Ndhuku aunty nenate intha prema meeku,sad
My tatha: Naa lekkane puli raa nuvvu ,heroism
Me walking and cmng with kilo potta ,heroism
My tatha: Eraaa puliiii,heroism
niku asalu buddhi undha,angry
muddu pettu kovalsina champalani ala ela kodatav asalu,angry
"nannu musalodike icchi chesaru, tanani kuda musalodike icchi pelli cheyali",angry
Me with the gun after firing budagalu in jathara: Nenu sniper ayipothaaaa!,heroism
amma bayatiki velthuna oka 500 unte evvu,neutral
50 rupees unnai tesko,neutral
Me seeing my frnds in canteen keeping muchatlu with girls without calling me ,surprised
"Me: Haa, Shock ayyaraa, Haa",neutral
that one mosquito at my ear in the night be like: lera nuv nidra lera,neutral
When My friend see's Girl in His office,happy
His Reactions,happy
"virus gali tesesadu vachina roje, evadra vedu",neutral
spelling enti sir,surprised
babu I love you ani okasari rayamma,surprised
Me: Identi ila undhi,disgust
Doctor: Me brain xray sir,disgust
Me: Ho adhi aah,disgust
My friend: Stuff antha thinesa sorry mowaa,angry
Me throwing bottle on him,angry
Me: Oreyyyyy stuff anthe nuvve thinesthe memem thinaligaaa,angry
Me: Ento mummy entha chadivina ee maths brain ki ekatleeeee,disgust
Me: Ndhuku mummy ila matalthooo champesthav,disgust
Mom: Neeku asalu brain untenegaaa!,disgust
pada podham ,angry
we going to drink tea in cold climate be like:pada tea tagudham,angry
Jenda ethesina she,wonder
Me: Cheppu avva ekkada pettav?,wonder
Avva: Nee peru meedha asthi rasa aah documentss......,wonder
Enti broo antha maatav annav!,sad
Me: aaah! Manalni kadhuleee,surprised
My sister: Idhigo daddy cls lo first prize naadheee ,surprised
Dad: Naaaa paruvu nilabettav beta nuvvu! Veedu unnadu dandaga intlo,surprised
"that kid after i took his ice cream and eat before him and he be like:
donga na kodaka",confused
purugulu patti pothav ra ,confused
uncle: veedu mee abbayi aeena ,happy
Uncle: Monna oka ammayitho bayata thiruguthunte chusaa ,happy
me to my friend: rey chusindi chalu le ra aa ammai vellipoendi kani,neutral
my friend: pilla bagundi kada ra,neutral
mom to dad: panodu vachesadu eka pani motham vadiki chepu...,heroism
me: festival undi kada ani intlo ki entry esthuna,heroism
Chinnakoduku: nuvu ani chesina amma ki nen ante ne ekkuva estam ra,neutral
Peddakoduku:,neutral
Aunty sai unnada cricket adataniki Rammanandi ,heroism
me going to my friend's house in summer at 3'o clock,heroism
Me: 2 poyayi,surprised
Bro: Nuvvu thop anniyaa velli techey,heroism
Me with bro: Chudu ippudu daddy bayataki vellagane silent ga velli cupboard lo 500 techesthaa party chesukundham,heroism
my friend after getting dumped:,angry
Lecturer: Mee idharu chala ekkuva chesthunaru complaint chestha undandi,fearful
Lecturer: Chustha nee anthu telsuthaaa!,fearful
Me: Neeku kavalsina chota cheppuko poo,fearful
My friend: Entra ala antav sir ni. Sir antha veede chesadu naakem sambandham ledhu,fearful
My invigilator taking answer sheet in exam hall,wonder
When I was not completed my exam,wonder
My frnd: nenu singing savakodatha ,surprised
started singing,surprised
My uncle: Vammooo heart attack ochela undhi apeyamanuuuuuuu!,surprised
"Me enjoyed Party with girls, My friend reaction",neutral
"My friend enjoying the Party single, My Reaction",neutral
Me: chalu ee janma ki idhi chaluu,happy
Me with my crush in holi: Naaku kooda okasari colour rayochuga oka memmory la unchukunta,happy
My crush: Sarele unchuko,happy
Me: Naannuuu rechagottaku anavasaranga,angry
My friend: Nuvvu noob gadivi neeku asalu game adatame radhu,angry
5 lacks poyayi mowaaaa!,confused
Me after losing 5 lakhs in betting,confused
chirigi poyela,angry
kodata ninnu aithe,angry
ni seatu,angry
"Thappu kadha, Agent movie laaga, eppatiki release cheyyaku",happy
bhAAi fans to Netflix: 3 years kastapadi teesina movie ni 4 weeks key ott lo release cheyyadam,happy
"In class, when CR tells that he will compliant to Class Teacher",neutral
Backbencher: Neeku bayapadadam entra CR Panoda!!,neutral
Inti pakka pillodu eating icecream: Icecream bale undhi kadharaaaaa,happy
Me with frnd: Mowaa naaku ice cream koniyochugaaaaa,happy
Dad: Veedu deenike ila antunadu inka pelli ayithe pothadu emooo!,disgust
Me: Inka pakkana chai bandi pettukunta kavalante,disgust
Me: Ee office ki vellatam naa valla ayithale daddy,disgust
Me after going to dress room after got salary: Babu Manchi costly dresses choopinchamma,neutral
1000 to 5000 ayina parledhu,neutral
"Bar ante, idhaa Baar gaa undaali",neutral
Idhigo nee choco bar...!,neutral
Dad: Chalu aah,disgust
Me: Vammooo odhule nenu okkadine diguthaaa,disgust
Dad: Bavundhaaaa,disgust
Me: Konchem navvochugaa,disgust
Me: Daddy selfie digudham dhaa!,disgust
Me cmmng late to office and telling some false reasons ,neutral
"when you joined in a rod company, nenu potha ra ayya",sad
asalu evaru pilchadra ninnu ,neutral
pilicharanta ,neutral
dhula friend: quater thagi intlo pandali,neutral
lecturer: voltage increase chesaka em cheyali,neutral
My frnd: Anthega anthegaa!!,heroism
Me with our team lead: Ivela night ki naaku and naa frnd ki fever ochidhi sick leave kavali,heroism
Me: Night rendu peg lu esaa mowaaa,confused
Thala thirigipothundhiii,confused
donga nayal lara ,confused
evadra information leak chesindhi ,confused
me mei,confused
Me calling some random kid in mall: Hi cutieee! bale unnav ladduga,happy
ninnu entha kottina papam ledu ra ,surprised
intha chetta cinema teesi nandhuku ,surprised
Me after listening Akandha movie Thaman's BGM,wonder
aunty: evdra nuvu cheytha vedhava,happy
me with my friend phone: aunty me ayyana intlo leru antaga nanu ramantava..,happy
my friend when any girl says hello,happy
Me: Ndhuku ippudu dialogue lu em kavali?,confused
Me after proposing my school crush: Enti em cheppakunda  ala vellipothunav,fearful
Me: Enti ammayi antha maata annav. Ippudu nannu Tc ichi pampestharu nuvvu cheptheee!,fearful
She: Principle ki complaint cheyadaniki. Cheyyi pattukunnav ani kooda cheptha,fearful
Me when mom didn't buy my favorite toy in Jatharaaaa,angry
Me: Ippudu em cheyalo teliyatla,sad
My friend: Entra door open cheyav ,sad
Me after opening the door: Oka youtube video chusara data antha ayipoyindhi,sad
Frnd 2: Enthasepu pilavaliraaaa,sad
anna manam entha mandhini testunnam ,wonder
okkadini,wonder
Sir ee slips naavi kaadhu sir,neutral
"Invigilator: Mari neevi kaakapothey ivi nee dhagra enduku unnayi raa, You are debaar ",neutral
When my friend got with slips to Invigilator,neutral
"nadhi kondantha poyindhi, arustunnanna",disgust
nuv intha daniki aruste,disgust
madhi chala decent family sir,disgust
mari nuvvu ila unnav entra ,disgust
"mi family members ni anali, mimmalni ila penchi nanduku",disgust
Me: Uncle aaah!,surprised
Me: Ledhu andi,surprised
She: Avnu avnu aah uncle acham mee laane unnadu ,surprised
She: Adenti mimalni chusanu ,surprised
Random girl to me: Hey meeru ninna temple ki ochara ,surprised
Me: Emanna confuse ayi untaru,surprised
My dad with my teacher: Maa abbayi intlo asalu maata vinatledhu chithakotteyandi schl lo,happy
that athram guy in every gang,wonder
manager: listen you are crossing your limits,wonder
meeru chepandi sir party unda leda..unda leda chepandi sirrr,wonder
literally no one : My Father telling me a story how he went to school,neutral
"Entra, eppudu ilagey road meedha tiragadamena,",disgust
"ledha, Career meedha concentrate chedham lantidi emina unnaya.!!",disgust
ni perenti,surprised
sheshu,surprised
busssss,surprised
"Me: Please cheppara, Please raa",angry
"He: Enduku cheppalo okka visayam cheppara, Nuvvemina naaku fees kaduthunnava",angry
"Sir, nannu nammandi, naaku telisthey neny valla dhagaraku velthaa kaani, Ikkada enduku untaa",wonder
When HOD asks me about my friends,wonder
My friend on Saturday Pubs: ,surprised
"Rey naa Brand kaavli, velli teesuko",surprised
Me with my frnds: Meeku Dandam pedathara cla lo aah ammayi mundu naa peru aravakandi,confused
My frnd after losing match: Ippudu em chedham mowa?,disgust
Me: Em chestham pisukovatameee!,disgust
That kid asking money for ice cream in any function be like: anna ice cream ippinchu ,neutral
"Enti Sir, idhi Dream kaadha!!",surprised
"Arey Gabbu naayala, vaallu ninnu ee mission kosam use cheskunnaru raa!!",surprised
my friend after paying money for the alcohol: jaldi iyyi anna ma ayya chustadu ,neutral
sister's daughter: Moyaaaaaa,neutral
Me: Abba entha cute ga pilichave padatha chocolate konisthaaa!!,neutral
Me with my sister's daughter: Edhi amma okasari mavayya anuu,neutral
Thammudu 2: Ammaki kadhu kavalante nanna ki kooda cheppuko,fearful
Akka: Mee sangathi amma tho cheptha undandi,fearful
Thammudu 1: Orey velu chupisthundhiraa bayapadala ippudu manam,fearful
Vammoo pelli antene bhayam ayithundhi enti,neutral
Me after listening to my friend's marriage kastalu in call: ,neutral
Nene thagithe manishini kadhuraaa mowaa!,angry
Me with my frnd after drinking:,angry
Me after knowing that wwe is scripted ,confused
Tatha: Eraaa manavalluuu naa asthi motham meedhe,happy
Me: Tatha aah kobbari thota naadhi,happy
My brother: Already monna tatha thagi unappudu nenu rayinchesukunna adhii anna,happy
Me with my frnd after squad wipe: Ippudu rammani cheppara mowaa evadu osthado chuskundham  ,heroism
"Teacher: Veedini choosthey potti gaa unnadu, Veedu B. Tech entraa",wonder
"Teacher: Nuvvu B. Tech haa
Student: Nuvvu Teacher haa",wonder
Student: Cut-out choosi konni konni nammeyali dude,wonder
My mom: Baaa ayindhiraaa neeku akkade savvvv,sad
Me: Edho kashmir egurukuntu vachesa kani. Chali champesthundhiii,sad
When times run to connect for the Meeting,disgust
Pushpa ante Branduu,heroism
"Hero: Idento telusaa Sir, Idhey naa Brandu siruu",heroism
kasta violent ga unnadu,wonder
"
vidiki kasta ammayilani, puvvulani chupinchandi ra ",wonder
She after muggu: Abba entha baa vesanoooo,neutral
My sister on dec 31st night: Ivela muggu vesestha nenu,neutral
rey vadu na notes rastunnadra ,happy
ika settu ,happy
me writing story in my friends notebook instead of notes: ,happy
4th class me: vere class vallu ma class duster teskoni return evvaledu dani kosam vellina,heroism
"Inter lo College 1st
Degree lo..",wonder
"Me: State 1st anukuntaa...!
My friend: Intelligent Boy",wonder
"My friend: Naaku English baaga vacchu.
10th lo School 1st,",wonder
Me: Thanani nammav ante shed ki pothav,wonder
Her new bf: Enti bro antha maata annav ,wonder
Me: Edho Devudu manaki icchina dhaanilo padi mandhiki dhaanam anthey,happy
Me giving Money to Police as Chalaan,happy
"Me to my GF: Entha anukunna, Nelaki oka 1000 to 1500 ee chandalakey pothayi,",happy
You are in exam hall writing supply for 10th time,disgust
bokka le next time rasukundam le ,disgust
eesari ayina pass ayye lakshanalu unnaya ,disgust
"me and my friend looking at the one girl before and after college completion:
Identra ila ayyindhi",surprised
chillara gaallu motham ,disgust
cheap fellows ,disgust
laddu doodiki poynava?,disgust
"daddy doddiki poynava, kobbari noona petna, nenem chinnapilladiki kadu daddy",disgust
Teamlead entra appudu manake code estharu vallaki em raada,neutral
"Me to sister: CHelli neeku rakhi ki em gift kaavali
Sister: 100 rs chocolate",neutral
"Me: Chii, 500 rs isthaa, pandaga chesko",neutral
"When you are doing Job, On Raksha Bhandan",neutral
10th class me after drinking breezer and feeling like a hero,heroism
My sister: Ayyaa sorry chudantaniki ala unte uncle anesaaaa,confused
My frnd: Eyyyyyy,confused
My frnd: Uncle enti uncleeee,confused
Me: Vaadu uncle kadhu maa frnduuu,confused
My sister: Emayindhi uncle,confused
My sister to my frnd: Uncle coffeee!,confused
Me: Evadraaa vesidhi ,angry
Senior to my frnd: Rey eseyandiraa vaadini  ,angry
Me: Dammunte cheyi veyandi chudhammmm ,angry
Me next day mrng: Daddy endhi edho annav,surprised
Me frnd in video call after drinking: Ninnu esesthaaa,surprised
My frnd: Thagina mathulo vandha antam maamu,surprised
Me with my frnd after breakup: Ee ammayilani nammakudadhu mowaa,sad
My frnd: Edavaku mowa edavaku!,sad
"when someone ask enduku ra me batch oka ammai kuda undadhu, le my friend circle",neutral
"Haa!, Idhi Takkuvaindhi, ""Sir"". Ee maata Takkuvaindhi,",angry
Meeku Em kaavalo cheppandi siruu....,angry
my friend after applying facial be like: manodini baya pedham,surprised
hoyee evadra nuvvu,surprised
yera chaduvukovadnike na ,disgust
"inspector nako basta, penlu paperlu kavali",disgust
By mistake salt badhulu surf esesindha enti,surprised
entidhi edhola undhi,surprised
me eating food made by my sister,surprised
Me: 175 ki 175 seats naavey antunna KA Paul,disgust
"Chee, ee comedy gaadu inka maaradaa!!!",disgust
"A, yedhavaki bayapadalsina avasaram ledhu",heroism
"Mandu veyyalani undha, Vesey, parledhu",heroism
ela anesadu enti,disgust
"nuvvu ammayilanu chuste, ee manchu kante twaraga karigi potharu ",disgust
Me when i enter public washrooms in Bustand ,wonder
me remembering my chilipi moments with my mardhal!,happy
Me after seeing that one thala thinese relative in function ,fearful
"He: Ayyo, Nenu paraya vadiki pay chesaana raa.
Neekey gaa",neutral
"When my friend pays my bill also, Then me: Thank You raa",neutral
ammayi reply icchindoch naku,disgust
nilaga 100 mandiki reply icchindhi ra adhi,disgust
Me after working 8 hours continuously ,neutral
Kallu noppi ayithunayiraa mowaa,neutral
"Me: Endi raa, aa ammiki nenu antha laa nacchana, Naa vaipey choosthundhi",angry
When a girl is seeing at me for answers in exam,angry
2000 crores pakka,neutral
Movie accha hai,neutral
South people: Pushpa 2 ela undhi ra,neutral
Brain kooda takkuvey ani Ippudey telishindi,disgust
"Me to my Friend: Arey Battaburra yedava, Neeku Jutthey takkuva anukunna",disgust
same friend when that lecturer is right in front him,neutral
"my friend when that lecturer is not there, nana buthulu ani thidthadu",neutral
me: adhi mike kadhu mic,neutral
me: Adento telusaa neeku?,neutral
Me in my first train journey,sad
Tatha: Ante appatlooo!,surprised
Naa anadhalu kosam oka oka yekaram rasi ichesa manavada ,surprised
Me: Aasthi em chesav tatha nuvvu ,surprised
"me: namaskaram mama garu, ala unnaru...atha garu ala unnaru",neutral
me to my bestie: vodu ante ma intlo drink chesthuna ani chepindi..bale dorikindi edi,neutral
